"source","term_id","term_name","p_value","term_size","query_size","intersection_size"
"GO:BP","GO:0045638","negative regulation of myeloid cell differentiation",0.0328715710930875,69,927,10
"GO:BP","GO:0050918","positive chemotaxis",0.0332404334636626,48,927,8
"GO:BP","GO:0072132","mesenchyme morphogenesis",0.0332404334636626,48,927,8
"GO:BP","GO:0032101","regulation of response to external stimulus",0.0332404334636626,824,927,63
"GO:BP","GO:0010718","positive regulation of epithelial to mesenchymal transition",0.0332404334636626,48,927,8
"GO:BP","GO:0021696","cerebellar cortex morphogenesis",0.0334467709594281,29,927,6
"GO:BP","GO:0001990","regulation of systemic arterial blood pressure by hormone",0.0334467709594281,29,927,6
"GO:BP","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway",0.0334467709594281,29,927,6
"GO:BP","GO:0001817","regulation of cytokine production",0.0334467709594281,579,927,47
"GO:BP","GO:0061036","positive regulation of cartilage development",0.0334467709594281,29,927,6
"GO:BP","GO:0030224","monocyte differentiation",0.0334467709594281,29,927,6
"GO:BP","GO:1901655","cellular response to ketone",0.0334467709594281,92,927,12
"GO:BP","GO:0060078","regulation of postsynaptic membrane potential",0.0334467709594281,92,927,12
"GO:BP","GO:0009891","positive regulation of biosynthetic process",0.0334467709594281,2111,927,142
"GO:BP","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus",0.0334467709594281,29,927,6
"GO:BP","GO:0008643","carbohydrate transport",0.0334467709594281,92,927,12
"GO:BP","GO:0047484","regulation of response to osmotic stress",0.0335660724321897,13,927,4
"GO:BP","GO:1901201","regulation of extracellular matrix assembly",0.0335660724321897,13,927,4
"GO:BP","GO:0009713","catechol-containing compound biosynthetic process",0.0335660724321897,13,927,4
"GO:BP","GO:0072087","renal vesicle development",0.0335660724321897,13,927,4
"GO:BP","GO:0014059","regulation of dopamine secretion",0.0335660724321897,13,927,4
"GO:BP","GO:0042423","catecholamine biosynthetic process",0.0335660724321897,13,927,4
"GO:BP","GO:0051580","regulation of neurotransmitter uptake",0.0335660724321897,13,927,4
"GO:BP","GO:0120162","positive regulation of cold-induced thermogenesis",0.0347066635319752,81,927,11
"GO:BP","GO:0097306","cellular response to alcohol",0.0347066635319752,81,927,11
"GO:BP","GO:0045669","positive regulation of osteoblast differentiation",0.034891543899195,59,927,9
"GO:BP","GO:0015850","organic hydroxy compound transport",0.034891543899195,193,927,20
"GO:BP","GO:0050796","regulation of insulin secretion",0.0353411967123707,129,927,15
"GO:BP","GO:0046661","male sex differentiation",0.0361429482030599,117,927,14
"GO:BP","GO:0070542","response to fatty acid",0.0362964356385386,39,927,7
"GO:BP","GO:0071384","cellular response to corticosteroid stimulus",0.0362964356385386,49,927,8
"GO:BP","GO:0060392","negative regulation of SMAD protein signal transduction",0.0362964356385386,21,927,5
"GO:BP","GO:0060740","prostate gland epithelium morphogenesis",0.0362964356385386,21,927,5
"GO:BP","GO:0071300","cellular response to retinoic acid",0.0362964356385386,49,927,8
"GO:BP","GO:0030850","prostate gland development",0.0362964356385386,39,927,7
"GO:BP","GO:0034329","cell junction assembly",0.0362964356385386,404,927,35
"GO:BP","GO:0010611","regulation of cardiac muscle hypertrophy",0.0362964356385386,49,927,8
"GO:BP","GO:0050433","regulation of catecholamine secretion",0.0362964356385386,21,927,5
"GO:BP","GO:0050919","negative chemotaxis",0.0362964356385386,39,927,7
"GO:BP","GO:0003148","outflow tract septum morphogenesis",0.0362964356385386,21,927,5
"GO:BP","GO:0030308","negative regulation of cell growth",0.0362964356385386,142,927,16
"GO:BP","GO:0014015","positive regulation of gliogenesis",0.0362964356385386,49,927,8
"GO:BP","GO:0048588","developmental cell growth",0.0367050645411815,181,927,19
"GO:BP","GO:2000651","positive regulation of sodium ion transmembrane transporter activity",0.0367442189758151,7,927,3
"GO:BP","GO:0030916","otic vesicle formation",0.0367442189758151,7,927,3
"GO:BP","GO:0046073","dTMP metabolic process",0.0367442189758151,7,927,3
"GO:BP","GO:0032808","lacrimal gland development",0.0367442189758151,7,927,3
"GO:BP","GO:0033197","response to vitamin E",0.0367442189758151,7,927,3
"GO:BP","GO:0021785","branchiomotor neuron axon guidance",0.0367442189758151,7,927,3
"GO:BP","GO:0042492","gamma-delta T cell differentiation",0.0367442189758151,7,927,3
"GO:BP","GO:0098976","excitatory chemical synaptic transmission",0.0367442189758151,7,927,3
"GO:BP","GO:0021559","trigeminal nerve development",0.0367442189758151,7,927,3
"GO:BP","GO:0003433","chondrocyte development involved in endochondral bone morphogenesis",0.0367442189758151,7,927,3
"GO:BP","GO:2000794","regulation of epithelial cell proliferation involved in lung morphogenesis",0.0367442189758151,7,927,3
"GO:BP","GO:0034763","negative regulation of transmembrane transport",0.0368255684136944,82,927,11
"GO:BP","GO:0008064","regulation of actin polymerization or depolymerization",0.0368255684136944,130,927,15
"GO:BP","GO:0001816","cytokine production",0.0374270498674292,584,927,47
"GO:BP","GO:0060541","respiratory system development",0.0377809476486713,195,927,20
"GO:BP","GO:0086004","regulation of cardiac muscle cell contraction",0.037927539640425,30,927,6
"GO:BP","GO:0001704","formation of primary germ layer",0.0381025963124082,106,927,13
"GO:BP","GO:0048593","camera-type eye morphogenesis",0.0381025963124082,106,927,13
"GO:BP","GO:0001823","mesonephros development",0.0400994498475007,83,927,11
"GO:BP","GO:0003333","amino acid transmembrane transport",0.0400994498475007,83,927,11
"GO:BP","GO:0038066","p38MAPK cascade",0.0401415399295814,50,927,8
"GO:BP","GO:0045165","cell fate commitment",0.0403006456873922,183,927,19
"GO:BP","GO:0051048","negative regulation of secretion",0.040321049458253,119,927,14
"GO:BP","GO:0060538","skeletal muscle organ development",0.0405258335773121,157,927,17
"GO:BP","GO:0007218","neuropeptide signaling pathway",0.0406345222436017,40,927,7
"GO:BP","GO:1903531","negative regulation of secretion by cell",0.040901978109168,107,927,13
"GO:BP","GO:0007422","peripheral nervous system development",0.0413449762172323,72,927,10
"GO:BP","GO:0015800","acidic amino acid transport",0.0415344306257479,61,927,9
"GO:BP","GO:0042246","tissue regeneration",0.0415344306257479,61,927,9
"GO:BP","GO:0030832","regulation of actin filament length",0.0415632178184558,132,927,15
"GO:BP","GO:0015833","peptide transport",0.0415632178184558,197,927,20
"GO:BP","GO:0097501","stress response to metal ion",0.04197196408229,14,927,4
"GO:BP","GO:0002689","negative regulation of leukocyte chemotaxis",0.04197196408229,14,927,4
"GO:BP","GO:0060713","labyrinthine layer morphogenesis",0.04197196408229,14,927,4
"GO:BP","GO:1902107","positive regulation of leukocyte differentiation",0.04197196408229,145,927,16
"GO:BP","GO:1903708","positive regulation of hemopoiesis",0.04197196408229,145,927,16
"GO:BP","GO:0048841","regulation of axon extension involved in axon guidance",0.04197196408229,14,927,4
"GO:BP","GO:0048532","anatomical structure arrangement",0.04197196408229,14,927,4
"GO:BP","GO:0072677","eosinophil migration",0.04197196408229,14,927,4
"GO:BP","GO:0015732","prostaglandin transport",0.04197196408229,14,927,4
"GO:BP","GO:0007519","skeletal muscle tissue development",0.04197196408229,145,927,16
"GO:BP","GO:0045591","positive regulation of regulatory T cell differentiation",0.04197196408229,14,927,4
"GO:BP","GO:0070588","calcium ion transmembrane transport",0.0421478096927625,252,927,24
"GO:BP","GO:0055001","muscle cell development",0.0422353961028097,158,927,17
"GO:BP","GO:0031069","hair follicle morphogenesis",0.0422933588794991,22,927,5
"GO:BP","GO:0032309","icosanoid secretion",0.0422933588794991,22,927,5
"GO:BP","GO:1900745","positive regulation of p38MAPK cascade",0.0422933588794991,22,927,5
"GO:BP","GO:0002687","positive regulation of leukocyte migration",0.0422933588794991,120,927,14
"GO:BP","GO:0050927","positive regulation of positive chemotaxis",0.0422933588794991,22,927,5
"GO:BP","GO:0035051","cardiocyte differentiation",0.0422933588794991,120,927,14
"GO:BP","GO:0060512","prostate gland morphogenesis",0.0422933588794991,22,927,5
"GO:BP","GO:1902903","regulation of supramolecular fiber organization",0.0422933588794991,337,927,30
"GO:BP","GO:0007389","pattern specification process",0.0422933588794991,337,927,30
"GO:BP","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway",0.0423194643202834,84,927,11
"GO:BP","GO:0010665","regulation of cardiac muscle cell apoptotic process",0.0428306606955238,31,927,6
"GO:BP","GO:0046320","regulation of fatty acid oxidation",0.0428306606955238,31,927,6
"GO:BP","GO:0048854","brain morphogenesis",0.0428306606955238,31,927,6
"GO:BP","GO:0010464","regulation of mesenchymal cell proliferation",0.0428306606955238,31,927,6
"GO:BP","GO:0048806","genitalia development",0.0428306606955238,31,927,6
"GO:BP","GO:0051146","striated muscle cell differentiation",0.0430515311411692,239,927,23
"GO:BP","GO:0048592","eye morphogenesis",0.0431258941185193,133,927,15
"GO:BP","GO:0060997","dendritic spine morphogenesis",0.0433981982733527,51,927,8
"GO:BP","GO:0048872","homeostasis of number of cells",0.0434210127525822,281,927,26
"GO:BP","GO:0070663","regulation of leukocyte proliferation",0.0436928790202772,172,927,18
"GO:BP","GO:0002690","positive regulation of leukocyte chemotaxis",0.0436928790202772,73,927,10
"GO:BP","GO:0019217","regulation of fatty acid metabolic process",0.0436928790202772,73,927,10
"GO:BP","GO:0048609","multicellular organismal reproductive process",0.0436928790202772,683,927,53
"GO:BP","GO:0015844","monoamine transport",0.0444674697911553,41,927,7
"GO:BP","GO:0010463","mesenchymal cell proliferation",0.0444674697911553,41,927,7
"GO:BP","GO:0048813","dendrite morphogenesis",0.0444674697911553,121,927,14
"GO:BP","GO:1905314","semi-lunar valve development",0.0444674697911553,41,927,7
"GO:BP","GO:0051384","response to glucocorticoid",0.045304706602944,85,927,11
"GO:BP","GO:0048009","insulin-like growth factor receptor signaling pathway",0.045304706602944,85,927,11
"GO:BP","GO:1903707","negative regulation of hemopoiesis",0.045304706602944,85,927,11
"GO:BP","GO:0055123","digestive system development",0.0453328911625463,109,927,13
"GO:BP","GO:0061351","neural precursor cell proliferation",0.0453637237544679,134,927,15
"GO:BP","GO:0001933","negative regulation of protein phosphorylation",0.0453637237544679,134,927,15
"GO:BP","GO:0045766","positive regulation of angiogenesis",0.0453637237544679,134,927,15
"GO:BP","GO:0030072","peptide hormone secretion",0.0457341547898588,173,927,18
"GO:BP","GO:0051494","negative regulation of cytoskeleton organization",0.0459275101977054,147,927,16
"GO:BP","GO:0050890","cognition",0.0464744414399272,241,927,23
"GO:BP","GO:0030902","hindbrain development",0.0470532977956276,122,927,14
"GO:BP","GO:1905952","regulation of lipid localization",0.0470532977956276,122,927,14
"GO:BP","GO:1904659","D-glucose transmembrane transport",0.047258067108124,74,927,10
"GO:BP","GO:0060348","bone development",0.0473564523887607,187,927,19
"GO:BP","GO:0045453","bone resorption",0.0474762223783257,52,927,8
"GO:BP","GO:0002028","regulation of sodium ion transport",0.0474762223783257,52,927,8
"GO:BP","GO:0043536","positive regulation of blood vessel endothelial cell migration",0.0474762223783257,52,927,8
"GO:BP","GO:0060350","endochondral bone morphogenesis",0.0474762223783257,52,927,8
"GO:BP","GO:2000243","positive regulation of reproductive process",0.0474762223783257,52,927,8
"GO:BP","GO:0045664","regulation of neuron differentiation",0.0477880920340069,135,927,15
"GO:BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade",0.0477880920340069,135,927,15
"GO:BP","GO:0030177","positive regulation of Wnt signaling pathway",0.0477880920340069,135,927,15
"GO:BP","GO:0055017","cardiac muscle tissue growth",0.0480088130533031,63,927,9
"GO:BP","GO:0031401","positive regulation of protein modification process",0.0482117187098868,385,927,33
"GO:BP","GO:0050922","negative regulation of chemotaxis",0.0482117187098868,32,927,6
"GO:BP","GO:0003180","aortic valve morphogenesis",0.0482117187098868,32,927,6
"GO:BP","GO:0060711","labyrinthine layer development",0.0482117187098868,32,927,6
"GO:BP","GO:0002063","chondrocyte development",0.0482117187098868,32,927,6
"GO:BP","GO:0001953","negative regulation of cell-matrix adhesion",0.0482117187098868,32,927,6
"GO:BP","GO:0010595","positive regulation of endothelial cell migration",0.0483021492004404,98,927,12
"GO:BP","GO:0007600","sensory perception",0.0483021492004404,356,927,31
"GO:BP","GO:0050926","regulation of positive chemotaxis",0.0488572699351409,23,927,5
"GO:BP","GO:0042634","regulation of hair cycle",0.0488572699351409,23,927,5
"GO:BP","GO:0051954","positive regulation of amine transport",0.0488572699351409,23,927,5
"GO:BP","GO:0086009","membrane repolarization",0.0489876004738027,42,927,7
"GO:BP","GO:0032411","positive regulation of transporter activity",0.0489876004738027,42,927,7
"GO:BP","GO:0050873","brown fat cell differentiation",0.0489876004738027,42,927,7
"GO:BP","GO:0070661","leukocyte proliferation",0.0493559576011944,229,927,22
"GO:BP","GO:0033630","positive regulation of cell adhesion mediated by integrin",0.0499983217755721,15,927,4
"GO:BP","GO:0035733","hepatic stellate cell activation",0.0499983217755721,8,927,3
"GO:BP","GO:0032787","monocarboxylic acid metabolic process",0.0499983217755721,491,927,40
"GO:BP","GO:0031643","positive regulation of myelination",0.0499983217755721,15,927,4
"GO:BP","GO:0044062","regulation of excretion",0.0499983217755721,8,927,3
"GO:BP","GO:0048670","regulation of collateral sprouting",0.0499983217755721,15,927,4
"GO:BP","GO:0003149","membranous septum morphogenesis",0.0499983217755721,8,927,3
"GO:BP","GO:1901654","response to ketone",0.0499983217755721,162,927,17
"GO:BP","GO:1901203","positive regulation of extracellular matrix assembly",0.0499983217755721,8,927,3
"GO:BP","GO:0035358","regulation of peroxisome proliferator activated receptor signaling pathway",0.0499983217755721,15,927,4
"GO:BP","GO:0140212","regulation of long-chain fatty acid import into cell",0.0499983217755721,8,927,3
"GO:BP","GO:0086015","SA node cell action potential",0.0499983217755721,8,927,3
"GO:BP","GO:0050965","detection of temperature stimulus involved in sensory perception of pain",0.0499983217755721,15,927,4
"GO:BP","GO:0030728","ovulation",0.0499983217755721,15,927,4
"GO:BP","GO:0042487","regulation of odontogenesis of dentin-containing tooth",0.0499983217755721,8,927,3
"GO:BP","GO:0003418","growth plate cartilage chondrocyte differentiation",0.0499983217755721,8,927,3
"GO:BP","GO:0008627","intrinsic apoptotic signaling pathway in response to osmotic stress",0.0499983217755721,8,927,3
"GO:BP","GO:0060536","cartilage morphogenesis",0.0499983217755721,8,927,3
"GO:BP","GO:0043501","skeletal muscle adaptation",0.0499983217755721,15,927,4
"GO:BP","GO:0086018","SA node cell to atrial cardiac muscle cell signaling",0.0499983217755721,8,927,3
