"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Geneid"
1.86517823900741,-0.7609483405174,1.34844058479279,-0.564317292952385,0.572538214587881,NA,"ENSG00000308868.1"
2.52499125036997,-1.42107487075182,1.32049965674598,-1.07616451355518,0.281853687300664,NA,"ENSG00000181240.14"
1.51281647404651,-0.2973890382941,1.76450332993027,-0.168539799982044,0.866158635608611,NA,"ENSG00000130545.17"
3.5438270573609,0.663793798803969,0.962547314175771,0.689621994709295,0.490431932006168,NA,"ENSG00000269546.1"
2.32290606332175,2.10106444861855,1.42584900471999,1.47355325961121,0.140601913892748,NA,"ENSG00000269680.1"
1.46400791572244,-0.931174718418714,1.47145642891188,-0.632825206457048,0.526847794311102,NA,"ENSG00000174837.16"
1.57385221844456,-1.48571158534011,1.51447100444881,-0.981010254389672,0.326587684775445,NA,"ENSG00000267852.2"
1.22978637285268,0.316849117612507,1.9233496410823,0.164738179083347,0.869150064949337,NA,"ENSG00000198723.12"
1.84299420191056,1.0088624589414,1.30725913512993,0.77173869497659,0.44026920767558,NA,"ENSG00000305089.1"
3.44903327254684,-0.132463515470263,1.00710044118835,-0.131529597300106,0.89535637469139,NA,"ENSG00000305109.1"
1.25051487398076,-0.886409988379831,1.79108401216587,-0.494901401809699,0.620669721127655,NA,"ENSG00000214248.3"
2.13501564244278,-1.41127648921856,1.5662988705101,-0.90102630844581,0.367574331876131,NA,"ENSG00000294288.1"
2.68350367423746,0.0931727353921139,1.26576868970678,0.0736096066760014,0.941321026857365,NA,"ENSG00000260500.2"
3.52564962593351,0.0639224807921184,1.06703323636748,0.0599067382471896,0.952229913190852,NA,"ENSG00000133246.14"
1.90393342816118,0.440495131807296,1.22132440975364,0.360670046622706,0.718346118953856,NA,"ENSG00000308303.1"
1.47562124714125,1.12080427332853,1.60843326045778,0.696829828680327,0.485909296381723,NA,"ENSG00000270614.1"
1.66763854513801,-1.07719192686811,1.59788060646236,-0.674137931527291,0.500223625988896,NA,"ENSG00000287960.1"
2.84589871140622,-1.51335414471564,1.221658382584,-1.23877031933809,0.215430568568339,NA,"ENSG00000291231.2"
2.15926475510776,-2.01135151935147,1.36393033372666,-1.47467320699281,0.140300422707677,NA,"ENSG00000310457.1"
1.19775077909047,-1.90479954023176,1.72574007334473,-1.1037580743779,0.269698096135311,NA,"ENSG00000267741.1"
1.96360730928268,-0.991587238905468,1.24007352505576,-0.799619715178488,0.423931161281105,NA,"ENSG00000267387.1"
